order_id ,date
14732,"2016, 03, 09"
4213,"2016, 12, 03"
19533,"2016, 11, 28"
3191,"2016, 02, 23"
2281,"2016, 02, 07"
5915,"2016, 04, 10"
13524,"2016, 08, 14"
17071,"2016, 10, 16"
9132,"2016, 06, 02"
9373,"2016, 06, 06"
8726,"2016, 05, 26"
18886,"2016, 11, 19"
12348,"2016, 07, 25"
14629,"2016, 09, 01"
8636,"2016, 05, 25"
17577,"2016, 10, 27"
2804,"2016, 02, 16"
560,"2016, 01, 09"
1303,"2016, 01, 22"
596,"2016, 01, 10"
15923,"2016, 09, 23"
3394,"2016, 02, 26"
16366,"2016, 10, 02"
13773,"2016, 08, 17"
6987,"2016, 04, 27"
8902,"2016, 05, 29"
17083,"2016, 10, 16"
16688,"2016, 10, 09"
6879,"2016, 04, 25"
4687,"2016, 03, 20"
1366,"2016, 01, 23"
16555,"2016, 10, 07"
8607,"2016, 05, 24"
8374,"2016, 05, 20"
13326,"2016, 08, 10"
1335,"2016, 01, 23"
4039,"2016, 03, 09"
7460,"2016, 05, 05"
14931,"2016, 09, 07"
18371,"2016, 11, 09"
9289,"2016, 06, 05"
14136,"2016, 08, 24"
12087,"2016, 07, 21"
15180,"2016, 09, 11"
7352,"2016, 05, 03"
20049,"2016, 12, 07"
13753,"2016, 08, 17"
2528,"2016, 02, 11"
4840,"2016, 03, 23"
3281,"2016, 02, 24"
17287,"2016, 10, 21"
1927,"2016, 02, 01"
17922,"2016, 01, 11"
475,"2016, 01, 08"
13627,"2016, 08, 15"
12301,"2016, 07, 24"
13938,"2016, 08, 20"
21267,"2016, 12, 30"
18409,"2016, 11, 10"
477,"2016, 01, 08"
12064,"2016, 07, 21"
9078,"2016, 06, 01"
18898,"2016, 11, 19"
4086,"2016, 03, 10"
2154,"2016, 02, 05"
8108,"2016, 05, 15"
6302,"2016, 04, 16"
5600,"2016, 04, 04"
14698,"2016, 03, 09"
6510,"2016, 04, 20"
2534,"2016, 02, 11"
2060,"2016, 04, 02"
7361,"2016, 03, 05"
7121,"2016, 04, 30"
13067,"2016, 08, 06"
20376,"2016, 12, 12"
11003,"2016, 07, 03"
12692,"2016, 07, 31"
2449,"2016, 02, 10"
3936,"2016, 03, 07"
525,"2016, 01, 09"
144,"2016, 01, 03"
4061,"2016, 03, 10"
199,"2016, 03, 01"
2610,"2016, 02, 13"
13234,"2016, 08, 09"
19541,"2016, 11, 28"
19472,"2016, 11, 27"
4499,"2016, 03, 17"
18143,"2016, 05, 11"
7917,"2016, 05, 13"
18227,"2016, 11, 07"
1699,"2016, 01, 29"
11370,"2016, 07, 09"
781,"2016, 01, 13"
14390,"2016, 08, 28"
20631,"2016, 12, 16"
11491,"2016, 11, 07"
14529,"2016, 08, 31"
19459,"2016, 11, 27"
8961,"2016, 05, 30"
18405,"2016, 11, 10"
2964,"2016, 02, 19"
611,"2016, 01, 10"
3083,"2016, 02, 21"
5560,"2016, 04, 03"
8263,"2016, 05, 18"
17473,"2016, 10, 24"
20075,"2016, 12, 07"
9645,"2016, 11, 06"
2138,"2016, 02, 05"
13813,"2016, 08, 18"
20966,"2016, 12, 22"
9788,"2016, 06, 13"
11572,"2016, 12, 07"
3719,"2016, 03, 04"
3621,"2016, 03, 02"
14900,"2016, 09, 06"
10478,"2016, 06, 25"
15893,"2016, 09, 23"
1158,"2016, 01, 20"
4206,"2016, 03, 12"
19823,"2016, 12, 03"
8965,"2016, 05, 30"
2900,"2016, 02, 18"
8803,"2016, 05, 28"
1161,"2016, 01, 20"
8661,"2016, 05, 25"
11693,"2016, 07, 14"
14491,"2016, 08, 30"
17779,"2016, 10, 30"
19090,"2016, 11, 22"
10068,"2016, 06, 18"
15698,"2016, 09, 19"
20301,"2016, 12, 11"
18318,"2016, 11, 08"
3166,"2016, 02, 22"
17252,"2016, 10, 20"
8168,"2016, 05, 16"
8563,"2016, 05, 23"
1101,"2016, 01, 19"
19864,"2016, 12, 04"
7307,"2016, 05, 02"
11826,"2016, 07, 17"
21245,"2016, 12, 29"
16239,"2016, 10, 01"
4685,"2016, 03, 20"
3005,"2016, 02, 20"
17858,"2016, 10, 31"
11886,"2016, 07, 17"
16163,"2016, 09, 29"
12242,"2016, 07, 23"
1171,"2016, 01, 20"
19068,"2016, 11, 21"
21246,"2016, 12, 30"
17082,"2016, 10, 16"
19354,"2016, 11, 26"
5404,"2016, 04, 01"
10106,"2016, 06, 19"
17291,"2016, 10, 21"
10149,"2016, 06, 19"
5287,"2016, 03, 30"
7863,"2016, 05, 12"
14084,"2016, 08, 23"
5710,"2016, 04, 06"
1228,"2016, 01, 21"
8855,"2016, 05, 29"
17070,"2016, 10, 16"
15347,"2016, 09, 14"
3856,"2016, 03, 06"
7011,"2016, 04, 28"
17181,"2016, 10, 18"
16389,"2016, 10, 03"
13998,"2016, 08, 21"
6274,"2016, 04, 16"
7318,"2016, 05, 03"
9032,"2016, 06, 01"
19078,"2016, 11, 22"
12421,"2016, 07, 26"
4905,"2016, 03, 24"
8906,"2016, 05, 29"
9899,"2016, 06, 15"
9152,"2016, 02, 06"
8000,"2016, 05, 14"
1967,"2016, 02, 02"
3031,"2016, 02, 20"
1579,"2016, 01, 27"
19279,"2016, 11, 25"
5914,"2016, 04, 10"
15933,"2016, 09, 23"
4211,"2016, 03, 12"
12240,"2016, 07, 23"
1493,"2016, 01, 25"
19966,"2016, 05, 12"
16196,"2016, 09, 30"
9036,"2016, 06, 01"
10541,"2016, 06, 26"
20749,"2016, 12, 18"
15690,"2016, 09, 19"
8235,"2016, 05, 18"
14016,"2016, 08, 22"
10358,"2016, 06, 23"
9221,"2016, 04, 06"
5821,"2016, 04, 08"
7919,"2016, 05, 13"
17317,"2016, 10, 21"
9902,"2016, 06, 15"
5783,"2016, 04, 07"
1659,"2016, 01, 28"
10955,"2016, 07, 03"
8635,"2016, 05, 25"
13807,"2016, 08, 18"
15971,"2016, 09, 26"
7626,"2016, 08, 05"
20884,"2016, 12, 21"
5654,"2016, 04, 05"
12010,"2016, 07, 20"
6754,"2016, 04, 24"
17462,"2016, 10, 24"
20402,"2016, 12, 13"
19667,"2016, 11, 30"
19920,"2016, 05, 12"
9791,"2016, 06, 13"
11585,"2016, 07, 13"
4679,"2016, 03, 20"
391,"2016, 07, 01"
15915,"2016, 09, 23"
10287,"2016, 06, 22"
11235,"2016, 07, 07"
11781,"2016, 07, 16"
3184,"2016, 02, 23"
18263,"2016, 11, 07"
19806,"2016, 03, 12"
3921,"2016, 03, 07"
1234,"2016, 01, 21"
10947,"2016, 07, 03"
8029,"2016, 05, 15"
11721,"2016, 07, 15"
12099,"2016, 07, 21"
11166,"2016, 07, 06"
16516,"2016, 06, 10"
8662,"2016, 05, 25"
18976,"2016, 11, 20"
4159,"2016, 03, 11"
20653,"2016, 12, 17"
11735,"2016, 07, 15"
19542,"2016, 11, 28"
3777,"2016, 03, 05"
3941,"2016, 03, 08"
15769,"2016, 09, 20"
1084,"2016, 01, 19"
1107,"2016, 01, 19"
16113,"2016, 09, 29"
17004,"2016, 10, 15"
14040,"2016, 08, 22"
6488,"2016, 04, 19"
15779,"2016, 09, 21"
14207,"2016, 08, 25"
9656,"2016, 11, 06"
15492,"2016, 09, 16"
16393,"2016, 03, 10"
16700,"2016, 10, 09"
7535,"2016, 05, 07"
19286,"2016, 11, 25"
5387,"2016, 04, 01"
10438,"2016, 06, 24"
4997,"2016, 03, 26"
3039,"2016, 02, 20"
897,"2016, 01, 15"
5593,"2016, 04, 04"
16772,"2016, 10, 10"
19685,"2016, 01, 12"
8664,"2016, 05, 25"
3134,"2016, 02, 22"
17440,"2016, 10, 23"
2729,"2016, 02, 15"
15451,"2016, 09, 15"
16579,"2016, 10, 07"
20334,"2016, 12, 11"
11356,"2016, 07, 09"
12243,"2016, 07, 23"
15785,"2016, 09, 21"
2606,"2016, 02, 13"
5461,"2016, 04, 02"
12702,"2016, 07, 31"
5815,"2016, 04, 08"
5784,"2016, 04, 07"
18680,"2016, 11, 14"
11162,"2016, 07, 05"
864,"2016, 01, 15"
20505,"2016, 12, 14"
278,"2016, 01, 05"
5154,"2016, 03, 28"
3388,"2016, 02, 26"
3584,"2016, 02, 03"
20719,"2016, 12, 18"
14775,"2016, 09, 04"
4180,"2016, 03, 12"
17247,"2016, 10, 20"
5173,"2016, 03, 28"
1421,"2016, 01, 24"
20391,"2016, 12, 12"
15484,"2016, 09, 16"
4009,"2016, 03, 09"
19854,"2016, 12, 04"
13535,"2016, 08, 14"
19106,"2016, 11, 22"
21314,"2016, 12, 31"
282,"2016, 01, 05"
3299,"2016, 02, 25"
312,"2016, 01, 06"
5531,"2016, 04, 03"
17005,"2016, 10, 15"
15309,"2016, 09, 13"
3746,"2016, 03, 04"
17336,"2016, 10, 22"
11517,"2016, 07, 11"
14229,"2016, 08, 26"
20226,"2016, 12, 10"
5808,"2016, 04, 08"
12029,"2016, 07, 20"
1295,"2016, 01, 22"
3556,"2016, 01, 03"
7695,"2016, 05, 09"
10440,"2016, 06, 24"
15677,"2016, 09, 19"
6823,"2016, 04, 25"
4670,"2016, 03, 20"
16271,"2016, 10, 01"
2734,"2016, 02, 15"
688,"2016, 01, 12"
17563,"2016, 10, 27"
18267,"2016, 07, 11"
3261,"2016, 02, 24"
10096,"2016, 06, 18"
2141,"2016, 02, 05"
8786,"2016, 05, 27"
20349,"2016, 12, 12"
9830,"2016, 06, 14"
4315,"2016, 03, 14"
15799,"2016, 09, 21"
6877,"2016, 04, 25"
283,"2016, 01, 05"
4764,"2016, 03, 21"
10531,"2016, 06, 26"
20263,"2016, 12, 10"
12007,"2016, 07, 20"
17255,"2016, 10, 20"
16584,"2016, 10, 07"
20251,"2016, 10, 12"
20933,"2016, 12, 21"
17932,"2016, 11, 01"
14554,"2016, 08, 31"
8192,"2016, 05, 17"
12317,"2016, 07, 24"
13428,"2016, 12, 08"
12539,"2016, 07, 28"
14259,"2016, 08, 26"
10926,"2016, 07, 03"
9989,"2016, 06, 16"
18993,"2016, 11, 20"
5691,"2016, 04, 06"
10621,"2016, 06, 27"
1206,"2016, 01, 21"
8572,"2016, 05, 23"
17643,"2016, 10, 28"
941,"2016, 01, 16"
242,"2016, 01, 04"
19004,"2016, 11, 20"
11191,"2016, 07, 06"
8035,"2016, 05, 15"
12563,"2016, 07, 29"
13571,"2016, 08, 14"
8050,"2016, 05, 15"
21332,"2016, 12, 31"
5267,"2016, 03, 30"
16276,"2016, 01, 10"
21317,"2016, 12, 31"
18933,"2016, 11, 19"
414,"2016, 01, 07"
12657,"2016, 07, 30"
13046,"2016, 08, 06"
5030,"2016, 03, 26"
15418,"2016, 09, 15"
5628,"2016, 04, 04"
594,"2016, 10, 01"
6577,"2016, 04, 21"
3409,"2016, 02, 27"
19691,"2016, 12, 01"
16931,"2016, 10, 14"
4113,"2016, 03, 10"
3698,"2016, 03, 04"
13192,"2016, 08, 08"
4192,"2016, 03, 12"
11825,"2016, 07, 17"
20000,"2016, 12, 06"
10830,"2016, 07, 01"
3081,"2016, 02, 21"
10436,"2016, 06, 24"
11684,"2016, 07, 14"
11814,"2016, 07, 17"
18486,"2016, 11, 11"
1246,"2016, 01, 21"
7603,"2016, 08, 05"
3496,"2016, 02, 28"
4091,"2016, 03, 10"
12856,"2016, 03, 08"
14380,"2016, 08, 28"
18311,"2016, 08, 11"
20367,"2016, 12, 12"
7559,"2016, 07, 05"
16756,"2016, 10, 10"
8245,"2016, 05, 18"
5925,"2016, 04, 10"
18782,"2016, 11, 16"
3202,"2016, 02, 23"
10889,"2016, 07, 02"
7422,"2016, 05, 05"
9852,"2016, 06, 14"
16841,"2016, 10, 13"
2995,"2016, 02, 19"
319,"2016, 01, 06"
9739,"2016, 06, 12"
13112,"2016, 08, 07"
18614,"2016, 11, 13"
17811,"2016, 10, 31"
21257,"2016, 12, 30"
2416,"2016, 10, 02"
20337,"2016, 12, 11"
16169,"2016, 09, 29"
16757,"2016, 10, 10"
11507,"2016, 11, 07"
11112,"2016, 07, 04"
259,"2016, 01, 05"
14272,"2016, 08, 26"
16831,"2016, 10, 13"
1441,"2016, 01, 24"
4161,"2016, 03, 11"
14291,"2016, 08, 27"
12381,"2016, 07, 26"
5411,"2016, 04, 01"
5739,"2016, 04, 06"
11745,"2016, 07, 15"
1825,"2016, 01, 31"
11896,"2016, 07, 18"
12965,"2016, 08, 04"
3360,"2016, 02, 26"
10777,"2016, 06, 30"
9167,"2016, 06, 03"
18391,"2016, 11, 10"
6830,"2016, 04, 25"
13111,"2016, 08, 07"
3578,"2016, 03, 01"
9505,"2016, 06, 09"
6061,"2016, 04, 12"
19391,"2016, 11, 26"
11303,"2016, 07, 08"
7700,"2016, 05, 09"
4416,"2016, 03, 16"
14782,"2016, 09, 04"
8323,"2016, 05, 20"
1712,"2016, 01, 29"
17200,"2016, 10, 18"
10059,"2016, 06, 18"
4258,"2016, 03, 13"
10362,"2016, 06, 23"
16339,"2016, 10, 02"
14008,"2016, 08, 21"
19200,"2016, 11, 24"
6300,"2016, 04, 16"
19316,"2016, 11, 26"
8289,"2016, 05, 19"
7152,"2016, 04, 30"
4542,"2016, 03, 18"
9568,"2016, 09, 06"
15803,"2016, 09, 21"
3434,"2016, 02, 27"
18085,"2016, 04, 11"
19153,"2016, 11, 23"
18799,"2016, 11, 17"
20345,"2016, 12, 12"
16175,"2016, 09, 30"
10640,"2016, 06, 27"
1135,"2016, 01, 19"
18505,"2016, 11, 12"
1862,"2016, 02, 01"
2320,"2016, 02, 08"
4173,"2016, 03, 11"
497,"2016, 01, 08"
536,"2016, 01, 09"
7651,"2016, 09, 05"
366,"2016, 01, 06"
11064,"2016, 07, 04"
7263,"2016, 05, 02"
14748,"2016, 09, 04"
19406,"2016, 11, 27"
14716,"2016, 09, 03"
10634,"2016, 06, 27"
6581,"2016, 04, 21"
16423,"2016, 10, 03"
16357,"2016, 10, 02"
21198,"2016, 12, 28"
19866,"2016, 12, 04"
2514,"2016, 11, 02"
16004,"2016, 09, 27"
13864,"2016, 08, 19"
12472,"2016, 07, 27"
11972,"2016, 07, 19"
5040,"2016, 03, 26"
8938,"2016, 05, 30"
4707,"2016, 03, 20"
2641,"2016, 02, 13"
5970,"2016, 04, 10"
14633,"2016, 09, 02"
12747,"2016, 01, 08"
9648,"2016, 11, 06"
1883,"2016, 02, 01"
2216,"2016, 02, 06"
18585,"2016, 11, 13"
3265,"2016, 02, 24"
19339,"2016, 11, 26"
16954,"2016, 10, 15"
8983,"2016, 05, 31"
4321,"2016, 03, 14"
5827,"2016, 04, 08"
9251,"2016, 04, 06"
16259,"2016, 10, 01"
13936,"2016, 08, 20"
11652,"2016, 07, 14"
11468,"2016, 10, 07"
17302,"2016, 10, 21"
10170,"2016, 06, 19"
20419,"2016, 12, 13"
16992,"2016, 10, 15"
6137,"2016, 04, 13"
5749,"2016, 04, 07"
6946,"2016, 04, 27"
18044,"2016, 04, 11"
18572,"2016, 11, 13"
4937,"2016, 03, 24"
1136,"2016, 01, 19"
13917,"2016, 08, 20"
775,"2016, 01, 13"
8942,"2016, 05, 30"
155,"2016, 01, 03"
20499,"2016, 12, 14"
21222,"2016, 12, 29"
15379,"2016, 09, 14"
19469,"2016, 11, 27"
9544,"2016, 06, 09"
18538,"2016, 11, 12"
2790,"2016, 02, 16"
6645,"2016, 04, 22"
13413,"2016, 08, 12"
2087,"2016, 02, 04"
14580,"2016, 09, 01"
6097,"2016, 04, 13"
11070,"2016, 07, 04"
8036,"2016, 05, 15"
19975,"2016, 12, 05"
19412,"2016, 11, 27"
6383,"2016, 04, 17"
11776,"2016, 07, 16"
21244,"2016, 12, 29"
19041,"2016, 11, 21"
18574,"2016, 11, 13"
2037,"2016, 03, 02"
5738,"2016, 04, 06"
18133,"2016, 05, 11"
6564,"2016, 04, 20"
13063,"2016, 06, 08"
549,"2016, 01, 09"
19493,"2016, 11, 27"
21115,"2016, 12, 26"
20327,"2016, 12, 11"
8382,"2016, 05, 20"
10172,"2016, 06, 19"
20061,"2016, 12, 07"
7435,"2016, 05, 05"
2699,"2016, 02, 14"
15584,"2016, 09, 17"
11895,"2016, 07, 18"
14561,"2016, 08, 31"
16514,"2016, 10, 06"
17852,"2016, 10, 31"
13601,"2016, 08, 15"
1718,"2016, 01, 29"
8771,"2016, 05, 27"
14452,"2016, 08, 29"
13243,"2016, 08, 09"
19738,"2016, 12, 02"
11256,"2016, 07, 07"
18522,"2016, 11, 12"
1656,"2016, 01, 28"
13441,"2016, 08, 12"
8480,"2016, 05, 22"
19190,"2016, 11, 24"
7269,"2016, 05, 02"
4053,"2016, 03, 09"
19085,"2016, 11, 22"
209,"2016, 01, 04"
6389,"2016, 04, 17"
512,"2016, 01, 09"
9501,"2016, 06, 08"
2183,"2016, 02, 06"
18048,"2016, 11, 04"
16159,"2016, 09, 29"
17428,"2016, 10, 23"
2117,"2016, 02, 05"
3264,"2016, 02, 24"
12693,"2016, 07, 31"
4263,"2016, 03, 13"
4369,"2016, 03, 15"
7543,"2016, 05, 07"
12367,"2016, 07, 25"
16707,"2016, 10, 09"
6154,"2016, 04, 14"
17189,"2016, 10, 18"
4201,"2016, 03, 12"
10685,"2016, 06, 28"
13148,"2016, 08, 07"
4704,"2016, 03, 20"
15719,"2016, 09, 19"
10116,"2016, 06, 19"
15853,"2016, 09, 22"
20065,"2016, 12, 07"
2469,"2016, 11, 02"
8097,"2016, 05, 15"
6589,"2016, 04, 21"
12567,"2016, 07, 29"
2742,"2016, 02, 15"
3010,"2016, 02, 20"
5199,"2016, 03, 29"
18128,"2016, 05, 11"
8492,"2016, 05, 22"
9046,"2016, 01, 06"
12560,"2016, 07, 29"
3410,"2016, 02, 27"
16961,"2016, 10, 15"
20302,"2016, 12, 11"
15686,"2016, 09, 19"
18641,"2016, 11, 14"
14783,"2016, 09, 04"
2428,"2016, 10, 02"
16662,"2016, 10, 09"
2239,"2016, 02, 06"
18764,"2016, 11, 16"
159,"2016, 01, 03"
12219,"2016, 07, 23"
7274,"2016, 05, 02"
13618,"2016, 08, 15"
20565,"2016, 12, 15"
13038,"2016, 08, 06"
30,"2016, 01, 01"
12283,"2016, 07, 24"
10884,"2016, 02, 07"
2278,"2016, 02, 07"
2139,"2016, 02, 05"
19456,"2016, 11, 27"
2824,"2016, 02, 16"
9080,"2016, 06, 01"
18010,"2016, 03, 11"
14198,"2016, 08, 25"
8141,"2016, 05, 16"
5900,"2016, 04, 09"
19690,"2016, 12, 01"
6835,"2016, 04, 25"
19986,"2016, 12, 06"
15152,"2016, 09, 10"
21125,"2016, 12, 26"
1106,"2016, 01, 19"
7649,"2016, 08, 05"
13128,"2016, 08, 07"
15655,"2016, 09, 18"
19612,"2016, 11, 30"
17696,"2016, 10, 29"
16222,"2016, 09, 30"
3274,"2016, 02, 24"
2515,"2016, 02, 11"
6344,"2016, 04, 17"
15477,"2016, 09, 16"
20128,"2016, 08, 12"
13113,"2016, 08, 07"
4668,"2016, 03, 20"
18131,"2016, 11, 05"
8881,"2016, 05, 29"
7161,"2016, 04, 30"
4516,"2016, 03, 17"
11846,"2016, 07, 17"
9185,"2016, 06, 03"
9535,"2016, 06, 09"
15288,"2016, 09, 12"
6336,"2016, 04, 17"
21193,"2016, 12, 28"
14567,"2016, 08, 31"
8602,"2016, 05, 24"
17091,"2016, 10, 16"
13100,"2016, 08, 07"
3557,"2016, 03, 01"
2965,"2016, 02, 19"
9735,"2016, 06, 12"
12568,"2016, 07, 29"
19596,"2016, 11, 29"
1170,"2016, 01, 20"
21333,"2016, 12, 31"
6069,"2016, 04, 12"
17856,"2016, 10, 31"
17670,"2016, 10, 28"
13098,"2016, 08, 07"
16499,"2016, 10, 06"
16154,"2016, 09, 29"
14548,"2016, 08, 31"
12233,"2016, 07, 23"
1387,"2016, 01, 23"
10813,"2016, 07, 01"
17249,"2016, 10, 20"
12689,"2016, 07, 31"
6923,"2016, 04, 26"
18607,"2016, 11, 13"
19618,"2016, 11, 30"
16602,"2016, 10, 07"
16295,"2016, 10, 01"
1197,"2016, 01, 20"
17784,"2016, 10, 30"
10948,"2016, 03, 07"
3383,"2016, 02, 26"
20972,"2016, 12, 22"
9436,"2016, 06, 07"
18411,"2016, 11, 10"
16459,"2016, 10, 04"
1821,"2016, 01, 31"
8353,"2016, 05, 20"
986,"2016, 01, 17"
6037,"2016, 04, 12"
4803,"2016, 03, 22"
13403,"2016, 08, 12"
9992,"2016, 06, 17"
16490,"2016, 10, 04"
13352,"2016, 08, 11"
10473,"2016, 06, 25"
17399,"2016, 10, 23"
4225,"2016, 12, 03"
5180,"2016, 03, 28"
10017,"2016, 06, 17"
8442,"2016, 05, 21"
11058,"2016, 07, 04"
13320,"2016, 08, 10"
17468,"2016, 10, 24"
7638,"2016, 08, 05"
15829,"2016, 09, 22"
17431,"2016, 10, 23"
10319,"2016, 06, 22"
14960,"2016, 09, 07"
20117,"2016, 12, 08"
2601,"2016, 02, 13"
20796,"2016, 12, 19"
9591,"2016, 06, 10"
3428,"2016, 02, 27"
906,"2016, 01, 15"
5697,"2016, 04, 06"
20336,"2016, 12, 11"
4558,"2016, 03, 18"
7831,"2016, 05, 12"
15045,"2016, 09, 09"
5454,"2016, 04, 02"
15910,"2016, 09, 23"
2264,"2016, 02, 07"
14295,"2016, 08, 27"
8829,"2016, 05, 28"
3177,"2016, 02, 23"
1026,"2016, 01, 17"
3056,"2016, 02, 20"
12942,"2016, 04, 08"
7059,"2016, 04, 29"
5359,"2016, 03, 31"
5098,"2016, 03, 27"
20607,"2016, 12, 16"
15099,"2016, 10, 09"
15784,"2016, 09, 21"
2338,"2016, 02, 08"
17745,"2016, 10, 29"
6672,"2016, 04, 22"
2795,"2016, 02, 16"
14772,"2016, 09, 04"
17629,"2016, 10, 28"
20547,"2016, 12, 15"
14799,"2016, 09, 04"
15652,"2016, 09, 18"
4836,"2016, 03, 23"
5160,"2016, 03, 28"
13749,"2016, 08, 17"
4240,"2016, 03, 13"
2133,"2016, 05, 02"
13170,"2016, 08, 08"
20130,"2016, 12, 08"
16250,"2016, 10, 01"
19510,"2016, 11, 27"
11493,"2016, 07, 11"
1074,"2016, 01, 18"
18097,"2016, 11, 05"
1805,"2016, 01, 31"
8474,"2016, 05, 22"
7884,"2016, 05, 13"
11647,"2016, 07, 14"
12760,"2016, 08, 01"
18254,"2016, 11, 07"
907,"2016, 01, 15"
4018,"2016, 03, 09"
3216,"2016, 02, 23"
2027,"2016, 03, 02"
15019,"2016, 09, 08"
1871,"2016, 01, 02"
6107,"2016, 04, 13"
6534,"2016, 04, 20"
16346,"2016, 10, 02"
21022,"2016, 12, 23"
18704,"2016, 11, 15"
9011,"2016, 05, 31"
5254,"2016, 03, 30"
7521,"2016, 05, 07"
14463,"2016, 08, 29"
5668,"2016, 04, 05"
10396,"2016, 06, 24"
17029,"2016, 10, 15"
8630,"2016, 05, 24"
20236,"2016, 12, 10"
7418,"2016, 05, 05"
14152,"2016, 08, 24"
6195,"2016, 04, 14"
14724,"2016, 03, 09"
6980,"2016, 04, 27"
12222,"2016, 07, 23"
15395,"2016, 09, 14"
4925,"2016, 03, 24"
15833,"2016, 09, 22"
19593,"2016, 11, 29"
4632,"2016, 03, 19"
20713,"2016, 12, 18"
9283,"2016, 06, 05"
137,"2016, 01, 03"
3462,"2016, 02, 27"
6664,"2016, 04, 22"
20006,"2016, 06, 12"
6793,"2016, 04, 24"
4886,"2016, 03, 24"
605,"2016, 10, 01"
13854,"2016, 08, 19"
2384,"2016, 02, 09"
14827,"2016, 09, 05"
18506,"2016, 11, 12"
7310,"2016, 05, 02"
6507,"2016, 04, 20"
4637,"2016, 03, 19"
5770,"2016, 04, 07"
1051,"2016, 01, 18"
17789,"2016, 10, 30"
16209,"2016, 09, 30"
409,"2016, 01, 07"
3508,"2016, 02, 28"
20510,"2016, 12, 15"
9798,"2016, 06, 13"
11278,"2016, 07, 08"
11969,"2016, 07, 19"
5394,"2016, 04, 01"
16372,"2016, 02, 10"
15261,"2016, 09, 12"
6404,"2016, 04, 18"
9721,"2016, 06, 12"
4980,"2016, 03, 25"
16071,"2016, 09, 28"
1110,"2016, 01, 19"
20422,"2016, 12, 13"
15630,"2016, 09, 18"
9932,"2016, 06, 15"
17498,"2016, 10, 24"
18086,"2016, 11, 04"
598,"2016, 01, 10"
11163,"2016, 07, 05"
15198,"2016, 09, 11"
13216,"2016, 08, 08"
2886,"2016, 02, 17"
12410,"2016, 07, 26"
2720,"2016, 02, 14"
1185,"2016, 01, 20"
17122,"2016, 10, 17"
9422,"2016, 06, 07"
4137,"2016, 03, 11"
8494,"2016, 05, 22"
9991,"2016, 06, 17"
7421,"2016, 05, 05"
4522,"2016, 03, 17"
5031,"2016, 03, 26"
16549,"2016, 10, 06"
4850,"2016, 03, 23"
547,"2016, 09, 01"
17055,"2016, 10, 16"
19707,"2016, 12, 01"
20197,"2016, 12, 09"
16652,"2016, 08, 10"
10491,"2016, 06, 25"
20424,"2016, 12, 13"
8898,"2016, 05, 29"
6885,"2016, 04, 26"
3479,"2016, 02, 28"
20879,"2016, 12, 20"
7373,"2016, 05, 04"
7566,"2016, 05, 07"
14293,"2016, 08, 27"
9676,"2016, 06, 11"
6477,"2016, 04, 19"
19213,"2016, 11, 24"
20406,"2016, 12, 13"
15545,"2016, 09, 17"
16929,"2016, 10, 14"
456,"2016, 01, 08"
4888,"2016, 03, 24"
7856,"2016, 05, 12"
3916,"2016, 03, 07"
3306,"2016, 02, 25"
1953,"2016, 02, 02"
7664,"2016, 05, 09"
12834,"2016, 08, 02"
15459,"2016, 09, 15"
3224,"2016, 02, 23"
7226,"2016, 05, 01"
9,"2016, 01, 01"
10537,"2016, 06, 26"
15605,"2016, 09, 18"
12664,"2016, 07, 31"
13624,"2016, 08, 15"
19149,"2016, 11, 23"
14028,"2016, 08, 22"
5731,"2016, 04, 06"
8381,"2016, 05, 20"
21324,"2016, 12, 31"
17929,"2016, 01, 11"
4709,"2016, 03, 20"
5855,"2016, 04, 08"
2112,"2016, 02, 04"
8811,"2016, 05, 28"
4305,"2016, 03, 14"
10887,"2016, 07, 02"
20303,"2016, 12, 11"
10331,"2016, 06, 23"
8802,"2016, 05, 28"
13619,"2016, 08, 15"
21346,"2016, 12, 31"
8700,"2016, 05, 26"
915,"2016, 01, 16"
11987,"2016, 07, 19"
2330,"2016, 02, 08"
6291,"2016, 04, 16"
18828,"2016, 11, 17"
17860,"2016, 10, 31"
2262,"2016, 02, 07"
20089,"2016, 12, 07"
19029,"2016, 11, 21"
14344,"2016, 08, 27"
16838,"2016, 10, 13"
5678,"2016, 04, 05"
10877,"2016, 07, 02"
11880,"2016, 07, 17"
9230,"2016, 06, 04"
12391,"2016, 07, 26"
11469,"2016, 07, 10"
15512,"2016, 09, 16"
8257,"2016, 05, 18"
3537,"2016, 03, 01"
14742,"2016, 04, 09"
1901,"2016, 02, 01"
3803,"2016, 03, 05"
15513,"2016, 09, 16"
884,"2016, 01, 15"
1582,"2016, 01, 27"
4498,"2016, 03, 17"
12073,"2016, 07, 21"
19235,"2016, 11, 25"
5440,"2016, 04, 02"
14234,"2016, 08, 26"
12656,"2016, 07, 30"
1193,"2016, 01, 20"
3841,"2016, 06, 03"
20785,"2016, 12, 19"
4316,"2016, 03, 14"
18681,"2016, 11, 14"
3110,"2016, 02, 21"
17288,"2016, 10, 21"
16374,"2016, 10, 02"
3514,"2016, 02, 28"
1509,"2016, 01, 26"
7423,"2016, 05, 05"
4641,"2016, 03, 19"
5545,"2016, 04, 03"
19212,"2016, 11, 24"
15203,"2016, 09, 11"
4043,"2016, 09, 03"
21133,"2016, 12, 26"
9353,"2016, 06, 06"
13529,"2016, 08, 14"
1209,"2016, 01, 21"
1572,"2016, 01, 27"
18865,"2016, 11, 18"
